id,species,degree,closeness,katz,degree.z,closeness.z,katz.z,pca,lat.clim,n.bird.species,n.plant.species,n.interactions,Interaction.type,Latitude,lat_dec,lat_hem,long_dec,long_hem,biome,dynamics,ann.mean.temp,temp.seas,ann.prec,prec.seas,n.plant.families,phylodiv
BAIR,Euphagus_carolinus,1,0.0123456790123457,1.08167667115466,-0.824131389150936,-1.02486313395232,-0.885372641271377,-1.71004229319809,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
BAIR,Cardinalis_cardinalis,6,0.0175438596491228,1.42957504470945,0.778346311975884,0.89076950588678,0.917712883019218,1.3202228090521,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,6,901.504482
BAIR,Parus_atricapillus,1,0.0123456790123457,1.08023364660605,-0.824131389150936,-1.02486313395232,-0.892851539916971,-1.71459728156797,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
BAIR,Zenaida_macroura,2,0.0120481927710843,1.13911076353898,-0.503635848925572,-1.13449271273829,-0.587703584871983,-1.3794167997636,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,2,361.256563
BAIR,Carpodacus_purpureus,1,0.012987012987013,1.08754031992204,-0.824131389150936,-0.788518847218925,-0.854982558949436,-1.57781644038695,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
BAIR,Colaptes_auratus,2,0.0153846153846154,1.16777396652809,-0.503635848925572,0.0950451785690003,-0.439148114889766,-0.697348348569648,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,2,238.331013
BAIR,Quiscalus_quiscula,2,0.0140845070422535,1.16009459412454,-0.503635848925572,-0.384070525555438,-0.478948718367753,-0.952114960366571,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,2,238.331015
BAIR,Junco_hyemalis,4,0.0181818181818182,1.31007428272964,0.137355231525156,1.12586987532158,0.298365077894868,0.651970820738917,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,4,463.475221
BAIR,Mimus_polyglottos,4,0.0181818181818182,1.31007428272964,0.137355231525156,1.12586987532158,0.298365077894868,0.651970820738917,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,4,613.266732
BAIR,Turdus_migratorius,4,0.0163934426229508,1.30832775461568,0.137355231525156,0.46681802002075,0.289313182860484,0.329355393053125,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,4,597.956811
BAIR,Sturnus_vulgaris,1,0.0123456790123457,1.08167667115466,-0.824131389150936,-1.02486313395232,-0.885372641271377,-1.71004229319809,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
BAIR,Zonotrichia_albicollis,7,0.0212765957446809,1.5098086913155,1.09884185220125,2.26635677385635,1.33354732707889,2.43742759493835,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,7,1018.381941
BAIR,Catharus_guttatus,3,0.0153846153846154,1.23577348041318,-0.183140308700208,0.0950451785690003,-0.0867206577211994,-0.280624298849806,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,3,480.422071
BAIR,Baeolophus_bicolor,4,0.0188679245283019,1.32200491188525,0.137355231525156,1.37871366886466,0.360199068397181,0.811286167318058,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,4,472.743214
BAIR,Pipilo_erythrophthalmus,1,0.012987012987013,1.08754031992204,-0.824131389150936,-0.788518847218925,-0.854982558949435,-1.57781644038695,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
BAIR,Dendroica_coronata,1,0.0123456790123457,1.08023364660605,-0.824131389150936,-1.02486313395232,-0.892851539916973,-1.71459728156797,Temperate,21,7,655,Quantitative,Temperate,40.3318,N,-74.6681,W,temp_forest,decline,11.5,865.9,114.2,1.4,1,0
